label	sentence_A_ja	sentence_B_ja	source_sentence_en
0	これ は 、 ローマ の 砦 の 跡地 に 建設 さ れ て いる 可能 性 が あり ます 。	それ は ローマ の 要塞 の 敷地 に 建設 さ れ た かも しれ ない 。	It may have been built on the site of a Roman fort .
1	それ は 、 世界中 の 多く の 海域 で 導入 さ れ まし た 。	それ は 世界中 の 多く の 水域 で 導入 さ れ まし た 。	It was introduced in many waters around the world .
1	これ は 、 中国 の 主要 な 農業 生産 基地 の 一つ です 。	それ は 中国 の 主要 農業 生産 拠点 の 一つ です 。	It is one of the major agricultural production bases of China .
1	これ は 、 人気 の 観光 地 です 。	それ は 人気 の ある 観光 スポット です 。	It is a popular tourist attraction .
0	それ は 次 の 機能 が あり ます 。	それ は 以下 の 特徴 を 有する ：	It has the following features :
1	また 、 何 か を する 権利 です 。	それ は 何 か を する 権利 で も あり ます 。	It is also the right to do something .
1	これ は 、 国 の 最古 の 自治体 や 河川 港 の 一つ です 。	それ は 国 の 最も 古い 地方自治体 および 川 の 港 の 1 つ で ある 。	It is one of the oldest municipalities and river ports of the country .
1	それ は 外野 で 最も 深い ポイント です 。	それ は 外野 で 最も 深い 点 です 。	That is the deepest point in the outfield .
1	これ は 、 水溶 性 で は あり ませ ん 。	それ は 水 に 溶け ない 。	It is not soluble in water .
1	それ は 確か に 彼女 の 成功 へ の 鍵 です 。	それ は 確か に 彼女 の 成功 の 鍵 です 。	That is certainly the key to her success .
1	これ は 、 ソーシャルエンジニアリング の 一 形態 です 。	それ は 社会 工学 の 一 形態 です 。	It is a form of social engineering .
0	これ は 、 独立 戦争 時 の 病院 として 使用 さ れ まし た 。	それ は 革命 戦争 中 に 病院 として 使わ れ まし た 。	It was used as a hospital during the Revolutionary War .
1	彼ら は 、 温帯 地域 で 発見 さ れ て い ます 。	それら は 温帯 地方 に み られる 。	They are found in temperate regions .
0	タイトル は 、 長年 にわたって 変更 さ れ まし た 。	タイトル は 長年 にわたって 変化 し て い ます 。	The title has changed over the years .
1	チーム の 3 番目 の メンバー は 、 無線 オペレータ でし た 。	チーム の 3 人 目 の メンバー は ラジオ オペレーター でし た 。	The third member of the team was a radio operator .
1	チェンナイ に ある マリーナ ビーチ は 、 世界 で 最も 長い ビーチ の 一つ です 。	チェンナイ の マリーナ ビーチ は 世界 で 最も 長い ビーチ の 一つ です 。	Marina Beach in Chennai is one of the longest beaches in the world .
1	チリ の 2002 年 の 国勢調査 は 1500 万 人 の 人口 を 報告 し まし た 。	チリ の 2002 年 の 国勢調査 は 、 人口 1 , 500 万 人 を 報告 し た 。	Chile 's 2002 census reported a population of 15 million people .
1	テディベア の 大 部分 は 中国 や インドネシア など の 国 で 製造 さ れ て い ます 。	テディベア の 大半 は 、 中国 や インドネシア など の 国 で 製造 さ れ て い ます 。	The majority of teddy bears are manufactured in countries such as China and Indonesia .
1	デリー の 人口 の 半分 以上 が スラム 街 に 住ん で い ます 。	デリー の 人口 の 半分 以上 が スラム 街 に 住ん で いる 。	More than half of the population of Delhi lives in slums .
1	ドイツ が フランス に 宣戦 布告 し まし た 。	ドイツ は フランス と の 戦争 を 宣言 し た 。	Germany declared war on France .
0	なぜ あなた は 一生懸命 働く の です か ？	どうして そんなに 頑張っ てる の ？	Why do you work so hard ?
0	両 種 は オーストラリア に 自生 し て い ます 。	どちら の 種 も オーストラリア 原産 です 。	Both species are native to Australia .
1	両方 とも 、 大西洋 に あり ます 。	どちら も 大西洋 に あり ます 。	Both are in the Atlantic .
1	両方 が 恋 に 落ち 、 結婚 し まし た 。	どちら も 恋 に 落ち て 結婚 し た 。	Both fell in love and got married .
1	両方 とも 、 戦争 を 生き延び まし た 。	どちら も 戦争 で 生き残っ た 。	Both survived the war .
1	それら の 両方 は 、 教会 の 教え によって 解釈 さ れ ます 。	どちら も 教会 の 教え によって 解釈 さ れ ます 。	Both of them are interpreted by the teachings of the Church .
0	この 問題 を 解決 する こと なく 、 トルコ 経済 を 統合 する こと は 不可能 でし た 。	トルコ 経済 を この 問題 の 解決 策 なし で 統合 する こと は 不可能 でし た 。	It was impossible to integrate the Turkish economy without a solution to this problem .
0	新しい アメリカ の 聖書 の 初版 の テキスト の 構成 は 次 の とおり です 。	ニュー ・ アメリカン ・ バイブル の 初版 の 文章 は 次 の よう に 構成 さ れ て い ます ：	The text of the first edition of the New American Bible is composed of :
1	ニューヨーク 市 は 、 米国 で 最大 の メディア 市場 です 。	ニューヨーク 市 は 、 米国 最大 の メディア 市場 です 。	New York City is the largest media market in the United States .
0	ハーディ は 5 人 兄弟 の 末っ子 でし た 。	ハーディー は 5 人 の 子供 の うち 最も 若かっ た 。	Hardy was the youngest of five children .
1	Barr 氏 は 、 全会 一致 で 上院 司法 委員 会 によって 承認 さ れ まし た 。	バール 氏 は 上院 司法 委員 会 で 満場一致 で 承認 さ れ た 。	Barr was unanimously approved by the Senate Judiciary Committee .
0	パシフィック・クレスト・トレイル は 、 山 の 尾根 に 沿っ て 通過 し ます 。	パシフィック・クレスト・トレイル は 山頂 を 通り ます 。	The Pacific Crest Trail passes along the mountain ridge .
1	ハル は 1930 年 に 上院 に 選出 さ れ まし た 。	ハル は 1930 年 に 上院 に 選出 さ れ た 。	Hull was elected to the Senate in 1930 .
1	フェラーロ は 、 ニューヨーク 市 で 育ち 、 弁護士 として の 訓練 前 に 公立 学校 の 教師 として 働い て い まし た 。	フェラーロ は ニューヨーク 市 で 育ち 、 弁護士 として 訓練 を 受ける 前 に 公立 学校 の 教師 として 働い て い まし た 。	Ferraro grew up in New York City and worked as a public school teacher before training as a lawyer .
1	ブラジル の リオ・デ・ジャネイロ は 、 2016 年 夏季 オリンピック の 開催 都市 に なり ます 。	ブラジル の リオデジャネイロ は 2016 年 夏季 オリンピック の 開催 都市 と なり ます 。	Rio de Janeiro in Brazil will be the host city of 2016 Summer Olympics .
1	フランス は 国連 の 創設 メンバー で あり 、 拒否 権 を 持つ 国連 安全 保障 理事 会 の 常任 理事 国 の 一つ として 機能 し ます 。	フランス は 国連 の 創設 メンバー で あり 、 国連 安保理 常任 理事 国 の 一員 として 拒否 権 を 有し て い ます 。	France is a founding member of the United Nations and serves as one of the permanent members of the UN Security Council with veto rights .
1	プロジェクト が 保留 に なっ て い ます 。	プロジェクト は 保留 中 です 。	The project is on hold .
1	ボート の 人々 の 窮状 は 、 国際 人道 危機 と なり まし た 。	ボート の 人々 の 窮状 は 国際 的 な 人道 危機 に なり まし た 。	The plight of the boat people became an international humanitarian crisis .
1	ほとんど の 症例 の 原因 は 不明 です 。	ほとんど の 症例 の 原因 は 不明 で ある 。	The cause of most cases is unclear .
0	また 、 レコーディング スタジオ や フィルム 生産 設備 を 持っ て い ます 。	また 、 レコーディング スタジオ と 映画 制作 施設 も あり ます 。	It also has a recording studio and film production facilities .
0	また 、 他 の 多く の 公共 および 民間 の アート ギャラリー や 美術館 が あり ます 。	また 、 多く の 公立 ・ 私立 の 美術館 や 博物館 が あり ます 。	There are also many other public and private art galleries and museums .
0	彼 は また 、 スイス と アルプス について の 本 の シリーズ を 書き まし た 。	また スイス と アルプス に関する 一連 の 書物 を 書い た 。	He also wrote a series of books about Switzerland and the Alps .
1	めったに 使わ れる こと は あり ませ ん 。	まれ に 使用 さ れ ます 。	It is rarely used .
1	メーリングリスト は コミュニケーション の メイン チャンネル の 一つ です 。	メーリングリスト は 、 コミュニケーション の 主 な チャネル の 1 つ です 。	The mailing lists are one of the main channels of communication .
1	メディケア は 今 の アメリカ 人 の 数 千 万 人 を カバー し て い ます 。	メディケア は 現在 、 何 千 万 人 も の アメリカ 人 を カバー し て い ます 。	Medicare now covers tens of millions of Americans .
1	メラニー は 、 ニューヨーク で 最も 成功 し た 不動産 ブローカー の 一つ と なり まし た 。	メラニー は ニューヨーク で 最も 成功 し た 不動産 ブローカー の 1 つ に なり まし た 。	Melanie became one of the most successful real estate brokers in New York .
1	会員 数 は 増え 続け て い ます 。	メンバー 数 は 増え 続け て い ます 。	The number of members continues to grow .
1	モーリス は 、 3 兄弟 の 末っ子 でし た 。	モーリス は 3 人 の 兄弟 の うち 最も 若かっ た 。	Maurice was the youngest of three siblings .
1	別 の 解決 策 は 、 システム 上 の アクティブ な タスク の 数 を 減らす こと です 。	もう 1 つ の 解決 策 は 、 システム 上 の アクティブ な タスク の 数 を 減らす こと です 。	Another solution is to reduce the number of active tasks on the system .
1	モスク は 非常 に 高い プラットフォーム 上 に あり ます 。	モスク は 非常 に 高い プラットフォーム に あり ます 。	The mosque is on a very high platform .
1	それ は 避け られ ませ ん よ 。	やむを得ない こと だ 。	It 's unavoidable .
0	ヤンキース は 1978 年 の ワールド シリーズ 以来 の 初 優勝 を 獲得 する ため に 1996 年 の ワールド シリーズ で アトランタ ・ ブレーブス を 破り まし た 。	ヤンキース は 、 1996 年 ワールド シリーズ で アトランタ ・ ブレーブス を 破り 、 1978 年 ワールド シリーズ 以来 初 の チャンピオン を 獲得 し た 。	The Yankees defeated the Atlanta Braves in the 1996 World Series to win their first championship since the 1978 World Series .
0	リッピ は 、 チーム の 精神 と チーム の 団結 の 重要 性 を 強調 し て い ます 。	リッピ は 、 チーム の 精神 と チーム の 一体 感 の 重要 性 を 強調 し て いる 。	Lippi emphasizes the importance of team spirit and team unity .
1	リビア は 冬季 オリンピック に 参加 し た こと が あり ませ ん 。	リビア は 冬季 オリンピック に は 一 度 も 参加 し て い ない 。	Libya has never participated in the Winter Olympic Games .
1	リベイロ は 、 8 歳 の 時 に 彼 の キャリア を 始め まし た 。	リベイロ は 8 歳 で キャリア を スタート し まし た 。	Ribeiro began his career at the age of eight .
0	審判 は リング から 護衛 し なけれ ば なり ませ ん でし た 。	レ フリー は リング から 護衛 さ れ なけれ ば なら なかっ た 。	The referee had to be escorted from the ring .
1	レバノン は また 、 いくつ か の アラブ 諸国 と の 二 国 間 貿易 協定 を 持ち 、 世界 貿易 機関 （ WTO ） へ の 加盟 に 向け て 取り組ん で い ます 。	レバノン は また 、 いくつ か の アラブ 諸国 と の 二 国 間 貿易 協定 を 締結 し て おり 、 世界 貿易 機関 （ WTO ） へ の 加盟 に 向け て 取り組ん で いる 。	Lebanon also has bilateral trade agreements with several Arab states and is working toward accession to the World Trade Organization .
1	ローカル バス サービス も 利用 可能 です 。	ローカル バス サービス も 利用 でき ます 。	Local bus service is also available .
1	ロブレド は 、 自由党 の メンバー でし た 。	ロブレド は 自由党 の メンバー だっ た 。	Robredo was a member of the Liberal Party .
0	ウォード は 、 2005 年 の 夏 に 引退 し まし た 。	ワード は 2005 年 の 夏 に 退職 し た 。	Ward retired in the summer of 2005 .
1	いくつ か は 個人 所有 さ れ て い ます 。	一部 は 私有 です 。	Some are privately owned .
0	上院 は 修正 案 を 採用 し ませ ん でし た 。	上院 は 改正 を 採択 し なかっ た 。	The Senate did not adopt the amendment .
0	世代 の 概念 は 長い 歴史 が あり 、 古代 の 文献 に 見出す こと が でき ます 。	世代 の 概念 は 古く から の 歴史 を 持ち 、 古代 文学 に も 見 られ ます 。	The concept of a generation has a long history and can be found in ancient literature .
0	グローバル な コスト は $ 7 億 と 推定 さ れ ます 。	世界 的 な コスト は 70 億 ドル と 見積もら れ て い ます 。	The global cost is estimated at $ 7 billion .
0	世界中 の 多く の 教育 機関 は 、 彼 の 名 に ちなん で 名付け られ て い ます 。	世界中 の 多く の 教育 機関 が 彼 の 名前 を 付け られ て い ます 。	Many educational institutions around the world are named after him .
1	世紀 の 終わり まで に 人口 が 8400 に 達し て い まし た 。	世紀 末 まで に 、 人口 は 8 , 400 に 達し まし た 。	By the end of the century the population had reached 8,400 .
0	両 プレイヤー は トーナメント で 6 得点 を 記録 し まし た 。	両 選手 は トーナメント で 6 ゴール を 決め た 。	Both players scored six goals in the tournament .
0	中国 と インドネシア は 意思 決定 に 懸念 を 表明 し て い ます 。	中国 と インドネシア は この 決定 に 懸念 を 表明 し て いる 。	China and Indonesia have expressed concern about the decision .
0	予後 は 、 疾患 の 重症 度 に 依存 し ます 。	予後 は 、 障害 の 重 篤 度 に 依存 する 。	Prognosis depends on the severity of the disorder .
1	事実 上 、 これら の 目的 の いずれ も が 満たさ れ ませ ん でし た 。	事実 上 、 これら の 目的 の どれ も 達成 さ れ なかっ た 。	Virtually none of these objectives were met .
1	人々 は 、 彼ら が やり たい こと が できる はず です 。	人々 は 自分 が 望む こと を する こと が できる はず です 。	People should be able to do what they want .
1	人口 の 三 分の 二 以上 は 貧困 線 以下 で 暮らし て い ます 。	人口 の 3 分の 2 以上 が 貧困 線 以下 の 生活 を 送っ て い ます 。	More than two-thirds of the population lives below the poverty line .
1	人口 の 四 分の 一 は 、 直接 または 間接 的 に 観光 分野 で 採用 さ れ て い ます 。	人口 の 4 分の 1 が 観光 セクター に 直接的 または 間接 的 に 雇用 さ れ て い ます 。	One quarter of the population is directly or indirectly employed in the tourism sector .
1	人口 は 1980 年代 に 回復 し 始め まし た 。	人口 は 1980 年代 に 回復 し 始め た 。	The population began to recover in the 1980s .
0	今 は 保護 さ れ た 領域 です 。	今や 保護 地域 に なっ て い ます 。	It is now a protected area .
0	この 時間 は 、 彼 は シーズン 終了 まで ピッチ の 外 に 残っ て い まし た 。	今回 は シーズン が 終わる まで 彼 は ピッチ から 外れ た 。	This time he was left out of the pitch until the end of the season .
0	今日 だけ 少数 の ユダヤ 人 が シリア に 残り ます 。	今日 、 シリア に 残っ て いる ユダヤ 人 は ほんの わずか です 。	Today only a few Jews remain in Syria .
1	他 の 2 つ は 、 ハー バード 大学 、 バージニア 大学 でし た 。	他 の 2 つ は 、 ハー バード 大学 と バージニア 大学 でし た 。	The other two were Harvard University and the University of Virginia .
1	コンピュータ ・ アーキテクチャ の 他 の タイプ が あり ます 。	他 の タイプ の コンピュータアーキテクチャ も ある 。	There are other types of computer architecture .
1	他 の 国 で は 、 この よう な 状況 で は 、 モルヒネ または 他 の 強力 な オピオイド を 用いる こと が より 一般 的 です 。	他 の 国 で は 、 これら の 状況 で モルヒネ または 他 の 強力 な オピオイド を 使用 する こと が より 一般 的 で ある 。	In other countries it is more common to use morphine or other strong opioids in these situations .
0	他 の 役員 の ほとんど が 海 に 戻り まし た 。	他 の 将校 の ほとんど は 海 に 戻っ た 。	Most of the other officers returned to the sea .
1	他 の 研究 で は 、 同様 の 結論 に 達し まし た 。	他 の 研究 も 同様 の 結論 に 達し て いる 。	Other studies have reached similar conclusions .
1	以下 は 、 それら の いくつ か の リスト です ：	以下 は その 一部 の リスト です ：	The following is a partial list of some of them :
0	エリア 内 の 他 の 観光 スポット の サンプル を 次に 示し ます 。	以下 は その 地域 の 他 の アトラクション の 例 です ：	Following is a sample of other attractions in the area :
1	それ 以来 、 世界中 の 他 の クラブ の ファン の 間 で 人気 を 得 て い ます 。	以来 、 世界中 の 他 の クラブ の ファン の 間 で 人気 を 博し まし た 。	It has since gained popularity among fans of other clubs around the world .
1	何 百 人 も の 人々 が 死亡 または 負傷 し まし た 。	何 百 人 も の 人 が 死傷 し た 。	Hundreds of people were killed or injured .
1	前例 は あり ませ ん でし た 。	先例 は なかっ た 。	There was no precedent .
1	免疫 系 は 、 自閉症 において 重要 な 役割 を 果たし て いる と 考え られ て い ます 。	免疫 系 は 、 自閉症 において 重要 な 役割 を 果たす と 考え られ て いる 。	The immune system is thought to play an important role in autism .
0	北朝鮮 が 見返り に 得 た もの は 明らか で は あり ませ ん 。	北朝鮮 が 何 を 返す の か は はっきり し て い ない 。	It is not clear what North Korea got in return .
1	北米 と 欧州 の 両方 が 天然 ガス の 主要 な 消費 者 です 。	北米 と ヨーロッパ の 両方 が 天然 ガス の 主要 消費 者 です 。	Both North America and Europe are major consumers of natural gas .
0	単数 と 複数 と の 間 に 違い は あり ませ ん 。	単数 形 と 複数 形 の 間 に 違い は あり ませ ん 。	There is no difference between singular and plural .
1	古い 宮殿 の 一部 は 、 18 世紀 の 軍事 刑務所 として 使用 さ れ まし た 。	古い 宮殿 の 一部 は 、 18 世紀 に 軍 の 刑務所 として 使わ れ まし た 。	Part of the old palace was used as a military prison in the eighteenth century .
1	また 、 国内 最大 の 企業 です 。	同国 最大 の 企業 で も あり ます 。	It is also the largest company in the country .
1	同じ 年 に 、 国 は 道路 交通 に関する ウィーン 条約 の 一員 と なり まし た 。	同年 、 国 は 道路 交通 に関する ウィーン 条約 の メンバー に なり まし た 。	In the same year , the country became a member of the Vienna Convention on Road Traffic .
0	同性愛 は 、 ほぼ すべて の イスラム 教徒 の 国 で 違法 です 。	同性愛 は ほとんど すべて の イスラム 諸国 で は 違法 です 。	Homosexuality is illegal in almost all Muslim countries .
1	同社 は 1984 年 に ハスブロ によって 買収 さ れ まし た 。	同社 は 1984 年 に ハスブロ によって 買収 さ れ た 。	The company was acquired by Hasbro in 1984 .
1	名前 の 正確 な 起源 は 謎 の まま 。	名前 の 正確 な 起源 は 謎 の まま です 。	The exact origin of the name remains a mystery .
1	商業 的 な サービス は あり ませ ん 。	商用 サービス は あり ませ ん 。	There is no commercial service .
0	喘息 の 治療 法 は あり ませ ん 。	喘息 の 治癒 は あり ませ ん 。	There is no cure for asthma .
1	回復 期間 は 半年 程度 の 長 さ でし た 。	回復 期間 は 約 6 ヶ月 で あっ た 。	The recovery period was about six months long .
1	国 の 福音 派 の 数 は 急速 に 増加 し て い ます 。	国 の 福音 派 の 数 は 急速 に 増え て い ます 。	The number of evangelicals in the country is growing rapidly .
0	これ は 、 国内 の 観光 客 の ため の 魅力 的 な 場所 です 。	国内 観光 客 にとって 魅力 的 な 場所 です 。	It is an attractive place for domestic tourists .
1	国家 は 冬季 オリンピック に 参加 し た こと が あり ませ ん 。	国家 は 冬季 オリンピック に は 一 度 も 参加 し て い ない 。	The nation has never participated in the Winter Olympic Games .
1	国際 宇宙 ステーション は 、 この よう な システム の 一 例 です 。	国際 宇宙 ステーション は その よう な システム の 一 例 です 。	The International Space Station is an example of such a system .
0	上院 議員 の 圧倒的 多数 は 、 常に 政党 の 代表 として 選出 さ れ まし た 。	圧倒的 多数 の 上院 議員 が 常に 政党 の 代表 として 選出 さ れ て き た 。	The overwhelming majority of senators have always been elected as representatives of political parties .
0	地域 経済 は 、 伝統 的 な 農業 や 畜産 業 に 基づい て い まし た 。	地元 経済 は 伝統 的 な 農業 と 畜産 に 基づい て い まし た 。	The local economy was based on traditional agriculture and animal husbandry .
1	多く の カジノ は 、 ハリケーン・カトリーナ によって 損傷 または 破壊 さ れ まし た 。	多く の カジノ は ハリケーン・カトリーナ によって 損害 を 受け たり 破壊 さ れ たり し まし た 。	Many casinos were damaged or destroyed by Hurricane Katrina .
1	多く の 学生 が インターンシップ を 見つける ため の 良い 機会 です 。	多く の 学生 が インターンシップ を 見つける 良い 機会 です 。	It is a good opportunity for many students to find an internship .
1	多数 の 小規模 な 地元 企業 は 、 建設 部門 に 関与 し て い ます 。	多く の 小さな 地元 企業 が 建設 部門 に 関与 し て い ます 。	Numerous small local companies are involved in the construction sector .
1	多く の 選手 は また 、 職 を 失い まし た 。	多く の 選手 も 仕事 を 失っ た 。	Many players also lost their jobs .
1	大学 は また 、 連邦 大学 協会 の 会員 です 。	大学 は 連邦 大学 協会 の メンバー で も あり ます 。	The university is also a member of the Association of Commonwealth Universities .
1	大脳 は 脳 の 最大 部分 です 。	大脳 は 脳 の 最も 大きな 部分 です 。	The cerebrum is the largest part of the brain .
0	カップル は 1960 年 に 亡くなる まで ペンシルベニア 州 に 住ん で い まし た 。	夫婦 は 1960 年 に 彼 が 死ぬ まで ペンシルバニア に 住ん で い た 。	The couple lived in Pennsylvania until his death in 1960 .
1	少なくとも 31 人 が 死亡 し 、 100 人 が 負傷 し まし た 。	少なくとも 31 人 が 死亡 し 、 100 人 が 負傷 し た 。	At least 31 people died and 100 people were injured .
1	少なくとも 500 人 が パルマ によって 殺さ れ まし た 。	少なくとも 500 人 が パルマ によって 殺さ れ た 。	At least 500 people were killed by Parma .
1	尖塔 は 、 翌年 完成 し まし た 。	尖塔 は 翌年 に 完成 し た 。	The spire was completed the following year .
1	島 に は 木 が あり ませ ん 。	島 に は 樹木 が あり ませ ん 。	There are no trees on the island .
0	もう 一 人 は 、 嵐 の 中 、 交通 事故 で 死亡 し まし た 。	嵐 の 間 に 交通 事故 で 別 の 人 が 死亡 し た 。	Another person died in a traffic accident during the storm .
1	州法 は 、 性 自認 や 性的 指向 に 基づく 憎悪 犯罪 に 対処 し て い ませ ん 。	州法 は 、 性 同一 性 や 性的 指向 に 基づく 憎悪 犯罪 に 対処 し て い ませ ん 。	State law does not address hate crimes based on gender identity or sexual orientation .
0	平均 年齢 は 37 歳 です 。	年齢 の 中央 値 は 37 歳 です 。	The median age is 37 years .
0	平均 年齢 は 43 歳 です 。	年齢 の 中央 値 は 43 歳 です 。	The median age is 43 years .
0	平均 年齢 は 44 歳 です 。	年齢 の 中央 値 は 44 歳 です 。	The median age is 44 years .
1	建物 は アイオワ 州 で 最大 の 小学校 です 。	建物 は アイオワ 州 最大 の 小学校 です 。	The building is the largest elementary school in Iowa .
1	建設 は 1983 年 に 始まり 、 1984 年 に 完成 し まし た 。	建設 は 1983 年 に 始まり 、 1984 年 に 完成 し た 。	Construction began in 1983 and was completed in 1984 .
1	建設 は 1997 年 に 始まり 、 2003 年 に 完成 し まし た 。	建設 は 1997 年 に 始まり 、 2003 年 に 完成 し た 。	Construction began in 1997 and was completed in 2003 .
1	建設 は 2002 年 の 秋 に 開始 し 、 2005 年 4 月 の 終わり まで に 完了 し まし た 。	建設 は 2002 年 の 秋 に 始まり 、 2005 年 4 月 末 まで に 完了 し まし た 。	Construction started in the autumn of 2002 and was completed by the end of April 2005 .
0	強力 な ローマ カトリック の 存在 感 も あり ます 。	強力 な ローマ カトリック の 存在 も あり ます 。	There is also a strong Roman Catholic presence .
1	8 人 は 、 元 の 事件 で 負傷 し まし た 。	当初 の 事件 で 8 人 が 負傷 し た 。	Eight people were injured in the original incident .
1	だから 当然 犯罪 率 は 他 の どこ より も 高く なっ て い ます 。	当然 、 犯罪 発生 率 は どこ より も 高い です 。	So naturally the crime rate is higher than anywhere else .
1	彼 の 彫像 は 、 街 の 中央 広場 に 立っ て い ます 。	彼 の 像 は 街 の 中央 広場 に 立っ て い ます 。	His statue stands in the central square of the city .
1	彼 の 契約 は 、 2014 年 の 夏 に 満了 し ます 。	彼 の 契約 は 2014 年 の 夏 に 失効 する 。	His contract expires in the summer of 2014 .
1	彼 の 死 は 、 マサチューセッツ工科大学 によって 発表 さ れ まし た 。	彼 の 死 は 、 マサチューセッツ工科大学 によって 発表 さ れ た 。	His death was announced by the Massachusetts Institute of Technology .
1	彼 の 死 の 原因 は 調査 中 です 。	彼 の 死因 は 調査 中 です 。	The cause of his death is under investigation .
1	彼 の 要求 が 許可 さ れ ませ ん でし た 。	彼 の 要求 は 認め られ なかっ た 。	His request was not granted .
1	彼 は 彼 の 世代 の 最も 革新 的 な 作家 の 一 人 として 、 現代 の 批評 家 によって 認識 さ れ て い ます 。	彼 は 、 現代 批評 家 によって 、 彼 の 世代 の 最も 革新 的 な 作家 の 一 人 として 認め られ て いる 。	He is recognized by modern critics as one of the most innovative writers of his generation .
1	彼 は 14 歳 で 彼 の 最初 の 科学 論文 を 書き まし た 。	彼 は 14 歳 で 最初 の 科学 論文 を 書い た 。	He wrote his first scientific paper at the age of 14 .
1	彼 は 1801 年 と 1811 年 に 生まれ た 彼女 の 2 人 の 娘 の 父親 で あっ た と 考え られ て い ます 。	彼 は 1801 年 と 1811 年 に 生まれ た 彼女 の 2 人 の 娘 の 父親 で あっ た と 信じ られ て いる 。	He is believed to have been the father of her two daughters born in 1801 and 1811 .
1	彼 は 1810 年 に スウェーデン 王立 科学 アカデミー の 外国 人 会員 に 選出 さ れ まし た 。	彼 は 1810 年 に スウェーデン 王立 科学 アカデミー の 外国 人 メンバー に 選出 さ れ まし た 。	He was elected a foreign member of the Royal Swedish Academy of Sciences in 1810 .
1	彼 は 1907 年 に 米国 に 移住 し まし た 。	彼 は 1907 年 に 米国 に 移住 し た 。	He emigrated to the United States in 1907 .
1	彼 は 1929 年 に 生まれ 、 2011 年 に 死亡 し まし た 。	彼 は 1929 年 に 生まれ 、 2011 年 に 死亡 し た 。	He was born in 1929 and died in 2011 .
1	彼 は 1941 年 に ニューヨーク の コロンビア大学 で 医学 の 学位 を 受け まし た 。	彼 は 1941 年 に ニューヨーク 市 の コロンビア大学 から 医学 の 学位 を 取得 し まし た 。	He received a medical degree from Columbia University in New York City in 1941 .
1	彼 は 1954 年 に 枢密院 に 任命 さ れ まし た 。	彼 は 1954 年 に 枢密院 に 任命 さ れ た 。	He was appointed to the Privy Council in 1954 .
1	彼 は 1961 年 に 彼 の 両親 と オーストラリア に 移住 し まし た 。	彼 は 1961 年 に 両親 と 一緒 に オーストラリア に 移住 し た 。	He emigrated to Australia with his parents in 1961 .
1	彼 は 1968 年 の 大統領 選挙 で ユージーン・マッカーシー を 支持 し まし た 。	彼 は 1968 年 の 大統領 選挙 で ユージーン・マッカーシー を 支持 し た 。	He supported Eugene McCarthy in the 1968 presidential election .
1	彼 は 1992 年 から 1993 年 に ユーゴスラビア 連邦 共和 国 の 初代 大統領 でし た 。	彼 は 1992 年 から 1993 年 まで ユーゴスラビア 連邦 共和 国 の 最初 の 大統領 だっ た 。	He was the first president of the Federal Republic of Yugoslavia from 1992 to 1993 .
1	彼 は 1998 年 に クリントン 大統領 の 弾劾 中 に 司法 委員 会 の メンバー でし た 。	彼 は 1998 年 に ビル ・ クリントン 大統領 の 弾劾 中 に 司法 委員 会 の メンバー だっ た 。	He was a member of the Judiciary Committee during the impeachment of President Bill Clinton in 1998 .
0	彼 は 2 年 の 刑 を 言い渡さ れ まし た 。	彼 は 2 年 の 禁固刑 を 宣告 さ れ た 。	He was sentenced to two years imprisonment .
1	彼 は 20 世紀 フォックス と 契約 を 締結 し まし た 。	彼 は 20 世紀 フォックス と 契約 を 結ん だ 。	He signed a contract with 20th Century Fox .
1	彼 は 2000 年 と 2002 年 に シリーズ の 二つ の 追加 エピソード で 主演 し まし た 。	彼 は 2000 年 と 2002 年 に シリーズ の 2 つ の 追加 エピソード で 主演 し た 。	He starred in two additional episodes of the series in 2000 and 2002 .
1	彼 は 2001 年 に トップ チーム に 昇格 し まし た 。	彼 は 2001 年 に トップ チーム に 昇格 し た 。	He was promoted to the top team in 2001 .
1	彼 は 2004 年 に レッド ソックス から 引退 し まし た 。	彼 は 2004 年 に レッド ソックス から 引退 し た 。	He retired from the Red Sox in 2004 .
1	彼 は 2006 年 に 代表 チーム から 引退 し まし た 。	彼 は 2006 年 に 代表 チーム から 引退 し た 。	He retired from the national team in 2006 .
1	彼 は 2010 年 冬季 パラリンピック で 3 個 の 金メダル と 銀メダル を 獲得 し まし た 。	彼 は 2010 年 の 冬季 パラリンピック で 3 つ の 金メダル と 銀メダル を 獲得 し まし た 。	He won three gold medals and a silver medal at the 2010 Winter Paralympics .
1	彼 は 4 月 下旬 に ニューヨーク から ロンドン に 到着 し まし た 。	彼 は 4 月 下旬 に ニューヨーク から ロンドン に 到着 し た 。	He arrived in London from New York in late April .
1	彼 は 60 歳 の 誕生 日 の 前日 に 死亡 し まし た 。	彼 は 60 歳 の 誕生 日 の 前日 に 亡くなり まし た 。	He died the day before his 60th birthday .
1	彼 は 71 歳 で 2014 年 に 死亡 し まし た 。	彼 は 71 歳 で 2014 年 に 死亡 し た 。	He died in 2014 at the age of 71 .
1	彼 は 81 試合 に 出場 し 、 20 ゴール 、 50 ポイント を 獲得 し まし た 。	彼 は 81 試合 で プレー し 、 20 ゴール と 50 ポイント を 獲得 し た 。	He played in 81 games and scored 20 goals and 50 points .
